2019-12-09 21:21:00 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 604 has successfully logged in.
2019-12-09 21:21:01 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 621 entered the password incorrectly.
2019-12-09 21:21:01 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 622 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 622 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 623 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 623 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 624 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 624 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 625 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 625 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 626 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 626 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 627 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 627 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 628 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 628 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 629 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 629 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:02 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 630 has successfully logged in.
2019-12-09 21:21:02 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 630 entered the password incorrectly.
2019-12-09 21:21:02 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 631 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 631 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 632 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 632 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 633 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 633 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 634 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 634 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 635 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 635 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 636 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 636 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 637 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 637 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 638 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 638 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:03 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 639 has successfully logged in.
2019-12-09 21:21:03 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 639 entered the password incorrectly.
2019-12-09 21:21:03 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 640 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 640 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 641 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 641 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 642 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 642 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 643 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 643 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 644 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 644 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 645 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 645 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 646 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 646 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 647 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 647 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:04 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 648 has successfully logged in.
2019-12-09 21:21:04 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 648 entered the password incorrectly.
2019-12-09 21:21:04 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 649 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 649 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 650 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 650 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 651 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 651 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 652 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 652 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 653 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 653 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:05 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 654 has successfully logged in.
2019-12-09 21:21:05 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 654 entered the password incorrectly.
2019-12-09 21:21:05 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 655 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 655 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 656 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 656 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 657 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 657 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 658 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 658 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 659 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 659 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 660 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 660 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 661 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 661 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:06 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 662 has successfully logged in.
2019-12-09 21:21:06 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 662 entered the password incorrectly.
2019-12-09 21:21:06 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 663 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 663 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 664 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 664 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 665 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 665 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 666 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 666 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 667 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 667 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 668 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 668 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 669 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 669 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:07 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 670 has successfully logged in.
2019-12-09 21:21:07 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 670 entered the password incorrectly.
2019-12-09 21:21:07 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 671 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 671 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 672 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 672 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 673 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 673 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 674 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 674 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 675 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 675 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 676 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 676 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:08 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 677 has successfully logged in.
2019-12-09 21:21:08 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 677 entered the password incorrectly.
2019-12-09 21:21:08 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:09 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 678 has successfully logged in.
2019-12-09 21:21:09 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 678 entered the password incorrectly.
2019-12-09 21:21:09 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:09 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 679 has successfully logged in.
2019-12-09 21:21:09 | [main] | INFO  | com.logback.LogbackRollingExample | demoLogInfo | - User id 679 entered the password incorrectly.
2019-12-09 21:21:09 | [main] | ERROR | com.logback.LogbackRollingExample | demoLogError | - feature login error may be due to network problems
2019-12-09 21:21:09 | [main] | DEBUG | com.logback.LogbackRollingExample | demoLogDebug | - User id 680 has successfully logged in.
